,Unnamed: 0,Unnamed: 0.1,index,REGION,PROVINCIA,COMUNA,DC,AREA,ZC_LOC,MZ_ENT,ID_ZONA_LOC,ID_MANZENT,PERSONAS,HOMBRES,MUJERES,EDAD_0A5,EDAD_6A14,EDAD_15A64,EDAD_65YMAS,INMIGRANTES,PUEBLO,VIV_PART,VIV_COL,VPOMP,TOTAL_VIV,CANT_HOG,P01_1,P01_2,P01_3,P01_4,P01_5,P01_6,P01_7,P03A_1,P03A_2,P03A_3,P03A_4,P03A_5,P03A_6,P03B_1,P03B_2,P03B_3,P03B_4,P03B_5,P03B_6,P03B_7,P03C_1,P03C_2,P03C_3,P03C_4,P03C_5,MATACEP,MATREC,MATIRREC,P05_1,P05_2,P05_3,P05_4,REGION_15R,PROVINCIA_15R,COMUNA_15R,ID_MANZENT_15R,Coordenada X,Coordenada Y,Provincia Nombre,Comuna Nombre,Area,Factor_Riesgo_Manzana
8928,8928,8928,8929,8,81,8110,10,1,1,15,307,8110101001015,62,26,36,0,0,47,7,0,13,18,0,18,18,19,18,0,0,0,0,0,0,0,5,8,4,0,1,2,0,16,0,0,0,0,11,0,4,3,0,8,9,1,18,0,0,0,8,81,8110,8110101001015,-73.1257,-36.72266,CONCEPCIÓN,TALCAHUANO,13510,1.500917838638046
8929,8929,8929,8930,8,81,8110,2,1,1,1,643,8110021001001,368,159,209,25,42,229,72,0,22,164,1,142,165,143,34,128,0,2,0,0,0,51,72,16,3,0,0,21,6,115,0,0,0,0,140,0,2,0,0,137,5,0,141,1,0,0,8,81,8110,8110021001001,-73.10929,-36.723279999999995,CONCEPCIÓN,TALCAHUANO,28381,19.402593284239458
8930,8930,8930,8931,8,81,8110,3,1,2,21,4666,8110031002021,80,39,41,8,8,51,13,4,9,30,0,26,30,26,24,0,0,1,1,0,4,4,8,13,0,0,1,9,0,17,0,0,0,0,25,0,0,0,0,24,0,1,26,0,0,0,8,81,8110,8110031002021,-73.11757,-36.72244,CONCEPCIÓN,TALCAHUANO,8841,4.801809750028278
8931,8931,8931,8932,8,81,8110,3,1,2,20,4666,8110031002020,107,48,59,12,11,69,15,0,0,34,0,33,34,36,34,0,0,0,0,0,0,0,6,19,8,0,0,0,0,33,0,0,0,0,32,0,1,0,0,24,9,0,33,0,0,0,8,81,8110,8110031002020,-73.11652,-36.72246,CONCEPCIÓN,TALCAHUANO,7647,5.402798483065254
8932,8932,8932,8933,8,81,8110,16,1,1,27,167,8110161001027,86,39,47,0,0,57,14,0,4,25,0,24,25,24,23,0,0,2,0,0,0,1,4,19,0,0,0,2,0,22,0,0,0,0,22,1,1,0,0,22,2,0,24,0,0,0,8,81,8110,8110161001027,-73.11943000000002,-36.72265,CONCEPCIÓN,TALCAHUANO,8567,2.80200770398039
8933,8933,8933,8934,8,81,8110,3,1,2,19,4666,8110031002019,66,32,34,5,6,39,16,0,7,29,0,28,29,29,29,0,0,0,0,0,0,0,8,14,5,0,0,0,0,26,2,0,0,0,28,0,0,0,0,22,5,0,28,0,0,0,8,81,8110,8110031002019,-73.11549000000002,-36.7225,CONCEPCIÓN,TALCAHUANO,9022,4.201463090223897
8934,8934,8934,8935,8,81,8110,3,1,2,18,4666,8110031002018,50,31,19,6,0,36,0,0,0,22,0,17,22,17,21,0,0,0,0,0,1,2,9,4,2,0,0,3,0,12,0,0,2,0,15,1,1,0,0,11,4,2,17,0,0,0,8,81,8110,8110031002018,-73.11473000000002,-36.72258,CONCEPCIÓN,TALCAHUANO,3614,1.4027670171555067
8935,8935,8935,8936,8,81,8110,10,1,1,17,307,8110101001017,16,5,11,0,0,10,6,0,0,6,0,5,6,7,6,0,0,0,0,0,0,1,1,3,0,0,0,2,0,3,0,0,0,0,4,0,1,0,0,4,1,0,5,0,0,0,8,81,8110,8110101001017,-73.12865,-36.72295,CONCEPCIÓN,TALCAHUANO,11686,1.2002738319356496
8936,8936,8936,8937,8,81,8110,3,1,2,17,4666,8110031002017,54,30,24,0,0,37,0,0,5,29,0,21,29,21,27,0,0,0,2,0,0,8,5,7,1,0,0,7,0,14,0,0,0,0,19,1,0,0,0,18,2,0,20,0,0,0,8,81,8110,8110031002017,-73.11412,-36.72254,CONCEPCIÓN,TALCAHUANO,6687,0.20161507402422613
8937,8937,8937,8938,8,81,8110,1,1,1,7,8900,8110011001007,85,42,43,5,7,60,13,0,0,31,0,28,31,28,31,0,0,0,0,0,0,1,12,13,2,0,0,15,0,13,0,0,0,0,28,0,0,0,0,26,2,0,28,0,0,0,8,81,8110,8110011001007,-73.1131,-36.72255,CONCEPCIÓN,TALCAHUANO,10962,3.6015508118956396
8938,8938,8938,8939,8,81,8110,1,1,1,9,8900,8110011001009,98,54,44,4,9,78,7,15,6,27,1,25,28,27,24,3,0,0,0,0,0,3,12,10,0,0,0,0,1,24,0,0,0,0,24,0,1,0,0,24,1,0,25,0,0,0,8,81,8110,8110011001009,-73.1105,-36.72254,CONCEPCIÓN,TALCAHUANO,12320,3.701590909090909
8939,8939,8939,8940,8,81,8110,1,1,1,8,8900,8110011001008,90,46,44,0,0,62,15,0,4,34,2,28,36,28,31,3,0,0,0,0,0,3,11,8,5,0,0,2,0,25,0,0,0,0,24,1,2,0,0,19,8,0,27,0,0,0,8,81,8110,8110011001008,-73.11179,-36.722559999999994,CONCEPCIÓN,TALCAHUANO,11087,3.0016235230450077
8940,8940,8940,8941,8,81,8110,16,1,2,34,7193,8110161002034,58,25,33,5,8,34,11,0,4,23,0,18,23,18,23,0,0,0,0,0,0,0,12,6,0,0,0,2,0,16,0,0,0,0,16,0,1,1,0,16,2,0,18,0,0,0,8,81,8110,8110161002034,-73.13508,-36.72289,CONCEPCIÓN,TALCAHUANO,4325,3.2026820809248555
8941,8941,8941,8942,8,81,8110,16,1,1,25,167,8110161001025,98,43,55,6,12,69,11,0,7,28,0,28,28,28,28,0,0,0,0,0,0,1,10,17,0,0,0,2,0,26,0,0,0,0,28,0,0,0,0,28,0,0,28,0,0,0,8,81,8110,8110161001025,-73.12102,-36.722879999999996,CONCEPCIÓN,TALCAHUANO,9180,3.4021350762527236
8942,8942,8942,8943,8,81,8110,10,1,1,24,307,8110101001024,8,0,0,0,0,0,0,0,0,4,0,4,4,4,4,0,0,0,0,0,0,0,4,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,2,2,0,4,0,0,0,8,81,8110,8110101001024,-73.12671999999998,-36.723240000000004,CONCEPCIÓN,TALCAHUANO,14684,0.0001089621356578589
8943,8943,8943,8944,8,81,8110,8,1,2,37,8217,8110081002037,17,7,10,0,0,10,0,0,0,4,0,4,4,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,4,0,4,0,0,0,8,81,8110,8110081002037,-73.14367,-36.72307,CONCEPCIÓN,TALCAHUANO,1019,0.0033366045142296367
8944,8944,8944,8945,8,81,8110,10,1,1,4,307,8110101001004,76,44,32,9,6,51,10,0,4,30,0,27,30,27,25,0,0,4,1,0,0,2,5,16,4,0,0,2,0,25,0,0,0,0,27,0,0,0,0,23,4,0,27,0,0,0,8,81,8110,8110101001004,-73.12267,-36.723079999999996,CONCEPCIÓN,TALCAHUANO,9588,3.901585314977055
8945,8945,8945,8946,8,81,8110,8,1,1,6,1181,8110081001006,90,40,50,8,4,64,14,0,13,31,0,31,31,31,31,0,0,0,0,0,0,4,11,15,0,0,1,1,1,29,0,0,0,0,29,1,0,1,0,29,1,1,31,0,0,0,8,81,8110,8110081001006,-73.13667,-36.72334,CONCEPCIÓN,TALCAHUANO,8013,4.5022463496817675
8946,8946,8946,8947,8,81,8110,16,1,2,35,7193,8110161002035,13,5,8,0,0,8,5,0,0,6,0,5,6,5,6,0,0,0,0,0,0,0,1,1,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,2,3,0,5,0,0,0,8,81,8110,8110161002035,-73.13446,-36.723009999999995,CONCEPCIÓN,TALCAHUANO,1249,1.0020816653322657
8947,8947,8947,8948,8,81,8110,2,1,1,500,643,8110021001500,558,261,297,33,59,365,101,0,29,233,0,213,233,214,12,221,0,0,0,0,0,175,28,9,0,0,0,10,32,169,0,0,0,0,211,0,1,0,0,210,1,0,209,0,0,0,8,81,8110,8110021001500,-73.10781999999998,-36.72404,CONCEPCIÓN,TALCAHUANO,36037,26.803096817160146
8948,8948,8948,8949,8,81,8110,16,1,1,29,167,8110161001029,41,20,21,0,0,28,6,0,0,16,0,16,16,16,16,0,0,0,0,0,0,0,0,7,8,0,0,0,0,14,0,0,0,0,14,1,0,0,0,7,7,0,15,0,0,0,8,81,8110,8110161001029,-73.11865,-36.72317,CONCEPCIÓN,TALCAHUANO,4396,1.2018653321201094
8949,8949,8949,8950,8,81,8110,10,1,1,14,307,8110101001014,138,65,73,9,15,99,15,0,15,41,0,38,41,38,41,0,0,0,0,0,0,1,10,16,10,0,1,0,0,37,0,0,1,0,31,0,7,0,0,22,14,2,37,0,0,0,8,81,8110,8110101001014,-73.12428,-36.723240000000004,CONCEPCIÓN,TALCAHUANO,8388,5.003290414878398
8950,8950,8950,8951,8,81,8110,8,1,2,31,8217,8110081002031,99,50,49,6,13,67,13,0,13,31,0,29,31,30,31,0,0,0,0,0,0,0,29,0,0,0,0,1,0,28,0,0,0,0,13,1,15,0,0,13,16,0,29,0,0,0,8,81,8110,8110081002031,-73.14206999999998,-36.72359,CONCEPCIÓN,TALCAHUANO,3984,3.8049698795180724
8951,8951,8951,8952,8,81,8110,16,1,2,37,7193,8110161002037,18,11,7,0,0,10,6,0,0,9,0,8,9,8,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,7,0,0,1,0,7,1,0,8,0,0,0,8,81,8110,8110161002037,-73.1343,-36.72332,CONCEPCIÓN,TALCAHUANO,1870,1.2019251336898398
8952,8952,8952,8953,8,81,8110,10,1,1,18,307,8110101001018,36,16,20,0,5,25,0,0,0,10,0,10,10,12,10,0,0,0,0,0,0,1,1,8,0,0,0,2,0,8,0,0,0,0,9,0,1,0,0,9,1,0,10,0,0,0,8,81,8110,8110101001018,-73.1298,-36.72358,CONCEPCIÓN,TALCAHUANO,12626,0.0005702518612387138
8953,8953,8953,8954,8,81,8110,8,1,2,36,8217,8110081002036,54,31,23,0,0,38,8,0,15,18,0,18,18,19,18,0,0,0,0,0,0,2,3,13,0,0,0,0,0,17,0,0,0,0,14,2,1,0,0,13,3,0,18,0,0,0,8,81,8110,8110081002036,-73.14339,-36.72361,CONCEPCIÓN,TALCAHUANO,2448,1.6044117647058824
8954,8954,8954,8955,8,81,8110,8,1,2,32,8217,8110081002032,110,45,65,10,10,77,13,0,6,35,0,35,35,35,35,0,0,0,0,0,0,1,25,7,1,0,0,2,0,32,0,0,0,0,28,2,3,1,0,27,7,0,34,0,0,0,8,81,8110,8110081002032,-73.14161,-36.72368,CONCEPCIÓN,TALCAHUANO,4169,4.605277044854882
8955,8955,8955,8956,8,81,8110,16,1,2,38,7193,8110161002038,155,77,78,8,10,115,22,0,0,51,0,44,51,44,51,0,0,0,0,0,0,2,21,11,9,0,0,5,0,38,0,0,0,0,39,1,3,0,0,32,11,0,44,0,0,0,8,81,8110,8110161002038,-73.13591,-36.72382,CONCEPCIÓN,TALCAHUANO,17069,6.001816157947156
8956,8956,8956,8957,8,81,8110,16,1,1,26,167,8110161001026,84,39,45,10,8,57,9,0,0,27,0,25,27,26,26,0,0,1,0,0,0,3,4,11,4,0,2,0,0,24,0,0,0,0,21,3,0,0,0,15,7,2,24,0,0,0,8,81,8110,8110161001026,-73.11995999999998,-36.72339,CONCEPCIÓN,TALCAHUANO,8419,4.00199548639981
8957,8957,8957,8958,8,81,8110,16,1,2,36,7193,8110161002036,31,13,18,0,0,23,0,0,0,8,0,8,8,8,8,0,0,0,0,0,0,1,4,2,1,0,0,0,0,8,0,0,0,0,8,0,0,0,0,7,1,0,8,0,0,0,8,81,8110,8110161002036,-73.13475,-36.72327,CONCEPCIÓN,TALCAHUANO,962,0.006444906444906445
8958,8958,8958,8959,8,81,8110,8,1,2,33,8217,8110081002033,101,47,54,9,11,69,12,0,14,33,0,32,33,33,33,0,0,0,0,0,0,2,29,1,0,0,0,0,0,32,0,0,0,0,29,1,2,0,0,29,3,0,32,0,0,0,8,81,8110,8110081002033,-73.1411,-36.72378,CONCEPCIÓN,TALCAHUANO,4193,4.204817553064632
8959,8959,8959,8960,8,81,8110,3,1,2,22,4666,8110031002022,127,61,66,0,0,86,23,0,8,58,0,49,58,49,49,0,0,5,1,0,3,3,11,25,8,0,1,0,0,48,0,0,0,0,40,4,2,1,1,33,14,1,48,0,0,0,8,81,8110,8110031002022,-73.11709,-36.72329000000001,CONCEPCIÓN,TALCAHUANO,11037,4.802301350004531
8960,8960,8960,8961,8,81,8110,8,1,1,17,1181,8110081001017,105,71,34,4,9,85,7,39,9,22,2,20,24,20,21,0,0,0,1,0,0,3,0,14,2,0,0,0,0,19,0,0,0,0,19,0,0,0,0,17,2,0,19,0,0,0,8,81,8110,8110081001017,-73.13851,-36.72808,CONCEPCIÓN,TALCAHUANO,512033,6.200041012981586
8961,8961,8961,8962,8,81,8110,10,1,1,23,307,8110101001023,121,66,55,11,9,81,20,0,11,33,0,32,33,33,31,0,0,0,2,0,0,2,11,13,6,0,0,6,0,26,0,0,0,0,27,1,2,1,0,22,9,0,32,0,0,0,8,81,8110,8110101001023,-73.12689,-36.72466,CONCEPCIÓN,TALCAHUANO,38970,6.400620990505518
8962,8962,8962,8963,8,81,8110,10,1,1,5,307,8110101001005,103,47,56,9,9,72,13,0,0,28,0,28,28,28,28,0,0,0,0,0,0,1,12,15,0,0,0,3,0,25,0,0,0,0,27,0,1,0,0,27,1,0,28,0,0,0,8,81,8110,8110101001005,-73.12156,-36.72361,CONCEPCIÓN,TALCAHUANO,9611,4.402143377380085
8963,8963,8963,8964,8,81,8110,10,1,1,27,307,8110101001027,101,52,49,8,9,65,19,0,4,36,0,34,36,34,34,0,0,0,2,0,0,1,4,23,6,0,0,1,0,32,0,0,0,0,28,0,1,5,0,24,9,0,34,0,0,0,8,81,8110,8110101001027,-73.12483,-36.7238,CONCEPCIÓN,TALCAHUANO,9650,5.602093264248705
8964,8964,8964,8965,8,81,8110,3,1,2,23,4666,8110031002023,72,39,33,5,6,55,6,0,5,32,0,23,32,23,32,0,0,0,0,0,0,0,11,9,3,0,0,1,0,22,0,0,0,0,22,1,0,0,0,20,3,0,23,0,0,0,8,81,8110,8110031002023,-73.11575,-36.72334,CONCEPCIÓN,TALCAHUANO,5869,2.2024535696029988
8965,8965,8965,8966,8,81,8110,3,1,2,25,4666,8110031002025,83,35,48,0,0,56,19,0,5,37,0,31,37,33,37,0,0,0,0,0,0,4,5,22,0,0,0,1,0,30,0,0,0,0,31,0,0,0,0,31,0,0,31,0,0,0,8,81,8110,8110031002025,-73.1151,-36.72383,CONCEPCIÓN,TALCAHUANO,9620,3.801725571725572
8966,8966,8966,8967,8,81,8110,3,1,2,26,4666,8110031002026,72,37,35,0,0,50,13,0,6,34,0,28,34,28,31,0,0,2,1,0,0,2,6,18,2,0,0,3,0,25,0,0,0,0,24,2,2,0,0,22,6,0,28,0,0,0,8,81,8110,8110031002026,-73.11425,-36.72376,CONCEPCIÓN,TALCAHUANO,12540,2.7011483253588517
8967,8967,8967,8968,8,81,8110,1,1,1,12,8900,8110011001012,56,28,28,0,0,40,11,0,0,28,0,19,28,21,27,0,0,0,1,0,0,3,9,6,1,0,0,4,0,15,0,0,0,0,19,0,0,0,0,18,1,0,19,0,0,0,8,81,8110,8110011001012,-73.11313,-36.723659999999995,CONCEPCIÓN,TALCAHUANO,13904,2.3008055235903337
8968,8968,8968,8969,8,81,8110,1,1,1,11,8900,8110011001011,37,18,19,0,0,29,0,0,0,12,0,10,12,11,12,0,0,0,0,0,0,1,3,5,1,0,0,1,0,9,0,0,0,0,10,0,0,0,0,9,1,0,10,0,0,0,8,81,8110,8110011001011,-73.11183,-36.72357,CONCEPCIÓN,TALCAHUANO,11400,0.0006491228070175439
8969,8969,8969,8970,8,81,8110,1,1,1,10,8900,8110011001010,43,22,21,0,0,25,9,0,0,13,0,12,13,14,12,0,0,1,0,0,0,0,9,3,0,0,0,1,0,11,0,0,0,0,12,0,0,0,0,12,0,0,12,0,0,0,8,81,8110,8110011001010,-73.11054,-36.7235,CONCEPCIÓN,TALCAHUANO,10010,1.800859140859141
8970,8970,8970,8971,8,81,8110,16,1,1,30,167,8110161001030,119,53,66,10,10,81,18,0,10,47,0,41,47,41,45,0,0,0,2,0,0,7,8,22,4,0,0,2,0,39,0,0,0,0,37,2,2,0,0,34,7,0,41,0,0,0,8,81,8110,8110161001030,-73.11865999999998,-36.72404,CONCEPCIÓN,TALCAHUANO,13761,5.801729525470533
8971,8971,8971,8972,8,81,8110,10,1,1,26,307,8110101001026,163,84,79,11,25,111,16,0,6,52,0,49,52,49,52,0,0,0,0,0,0,9,9,29,1,0,0,0,0,49,0,0,0,0,49,0,0,0,0,47,1,0,48,0,0,0,8,81,8110,8110101001026,-73.12518,-36.72438,CONCEPCIÓN,TALCAHUANO,10560,5.403087121212121
8972,8972,8972,8973,8,81,8110,8,1,2,35,8217,8110081002035,19,7,12,0,0,14,0,0,0,8,0,8,8,8,8,0,0,0,0,0,0,1,0,5,2,0,0,0,0,8,0,0,0,0,8,0,0,0,0,6,2,0,7,0,0,0,8,81,8110,8110081002035,-73.14291,-36.724109999999996,CONCEPCIÓN,TALCAHUANO,1697,0.0022392457277548615
8973,8973,8973,8974,8,81,8110,8,1,1,7,1181,8110081001007,49,21,28,4,5,35,5,0,4,15,0,15,15,15,15,0,0,0,0,0,0,0,12,2,0,0,0,0,0,14,0,0,0,0,13,1,0,0,0,13,1,0,14,0,0,0,8,81,8110,8110081001007,-73.13729000000002,-36.72428,CONCEPCIÓN,TALCAHUANO,5153,1.8019018047739181
8974,8974,8974,8975,8,81,8110,10,1,1,6,307,8110101001006,41,28,13,0,0,33,5,0,4,24,0,23,24,23,24,0,0,0,0,0,0,1,2,19,1,0,0,4,0,19,0,0,0,0,22,0,1,0,0,21,2,0,23,0,0,0,8,81,8110,8110101001006,-73.1205,-36.72412,CONCEPCIÓN,TALCAHUANO,8563,1.000957608314843
8975,8975,8975,8976,8,81,8110,10,1,1,22,307,8110101001022,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,81,8110,8110101001022,-73.12864,-36.72413,CONCEPCIÓN,TALCAHUANO,3921,0.0
8976,8976,8976,8977,8,81,8110,10,1,1,25,307,8110101001025,164,90,74,15,19,110,20,0,19,48,0,46,48,46,46,0,0,1,1,0,0,1,10,28,7,0,0,3,0,43,0,0,0,0,43,0,3,0,0,37,9,0,46,0,0,0,8,81,8110,8110101001025,-73.12574000000002,-36.7246,CONCEPCIÓN,TALCAHUANO,10035,7.103268560039861
8977,8977,8977,8978,8,81,8110,8,1,2,34,8217,8110081002034,73,34,39,6,11,45,11,0,4,23,0,23,23,23,23,0,0,0,0,0,0,0,4,16,2,0,0,9,0,14,0,0,0,0,19,1,2,1,0,17,5,0,23,0,0,0,8,81,8110,8110081002034,-73.14185,-36.72437,CONCEPCIÓN,TALCAHUANO,4921,3.4029668766510874
8978,8978,8978,8979,8,81,8110,8,1,1,9,1181,8110081001009,19,10,9,0,4,12,0,0,4,5,0,5,5,5,5,0,0,0,0,0,0,0,0,4,1,0,0,0,0,5,0,0,0,0,5,0,0,0,0,4,1,0,5,0,0,0,8,81,8110,8110081001009,-73.13844,-36.72422,CONCEPCIÓN,TALCAHUANO,3231,0.0011761064685855771
8979,8979,8979,8980,8,81,8110,3,1,2,24,4666,8110031002024,131,68,63,8,15,91,17,0,20,53,0,44,53,44,47,1,0,2,2,0,1,3,12,27,2,0,0,11,0,33,0,0,0,0,40,2,0,2,0,38,6,0,44,0,0,0,8,81,8110,8110031002024,-73.1165,-36.72416,CONCEPCIÓN,TALCAHUANO,16430,5.201594643944006
8980,8980,8980,8981,8,81,8110,10,1,1,28,307,8110101001028,72,30,42,0,0,49,13,0,11,27,0,23,27,23,25,0,0,1,1,0,0,0,8,14,1,0,0,1,0,22,0,0,0,0,17,2,4,0,0,17,6,0,22,1,0,0,8,81,8110,8110101001028,-73.124,-36.72445,CONCEPCIÓN,TALCAHUANO,4555,2.7031613611416025
8981,8981,8981,8982,8,81,8110,8,1,1,8,1181,8110081001008,49,24,25,5,0,39,0,0,4,16,0,14,16,14,14,0,0,1,1,0,0,1,1,9,3,0,0,2,0,12,0,0,0,0,6,3,3,1,0,6,7,0,14,0,0,0,8,81,8110,8110081001008,-73.13813,-36.724509999999995,CONCEPCIÓN,TALCAHUANO,2986,1.1032819825853986
8982,8982,8982,8983,8,81,8110,16,1,2,39,7193,8110161002039,25,11,14,0,0,19,4,0,0,12,0,9,12,9,12,0,0,0,0,0,0,2,1,1,4,0,0,0,0,8,0,0,0,0,8,0,0,0,0,4,4,0,8,0,0,0,8,81,8110,8110161002039,-73.13602,-36.72456,CONCEPCIÓN,TALCAHUANO,2253,0.8022192632046161
8983,8983,8983,8984,8,81,8110,16,1,2,40,7193,8110161002040,29,15,14,0,0,21,0,0,4,9,0,8,9,8,9,0,0,0,0,0,0,0,1,0,7,0,0,1,0,7,0,0,0,0,7,0,1,0,0,1,7,0,8,0,0,0,8,81,8110,8110161002040,-73.1356,-36.72468,CONCEPCIÓN,TALCAHUANO,3127,0.0018548129197313722
8984,8984,8984,8985,8,81,8110,13,1,1,6,4322,8110131001006,19,10,9,0,0,10,6,0,0,16,0,6,16,6,16,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0,0,6,0,0,0,8,81,8110,8110131001006,-73.1102,-36.7243,CONCEPCIÓN,TALCAHUANO,4130,1.2009200968523004
8985,8985,8985,8986,8,81,8110,10,1,1,7,307,8110101001007,67,29,38,0,0,48,13,0,14,25,0,24,25,29,22,1,0,2,0,0,0,1,2,18,3,0,0,1,0,22,0,0,1,0,22,0,2,0,0,19,4,1,23,0,0,0,8,81,8110,8110101001007,-73.11923,-36.72467,CONCEPCIÓN,TALCAHUANO,11955,2.7011208699289
8986,8986,8986,8987,8,81,8110,13,1,1,5,4322,8110131001005,48,22,26,0,5,38,0,0,0,18,0,13,18,14,17,0,0,1,0,0,0,2,1,9,1,0,0,3,0,10,0,0,0,0,13,0,0,0,0,12,1,0,13,0,0,0,8,81,8110,8110131001005,-73.11114,-36.72439,CONCEPCIÓN,TALCAHUANO,8912,0.0010771992818671455
8987,8987,8987,8988,8,81,8110,8,1,1,10,1181,8110081001010,20,8,12,0,0,16,0,0,0,7,0,7,7,7,7,0,0,0,0,0,0,0,1,6,0,0,0,1,0,6,0,0,0,0,6,1,0,0,0,6,1,0,7,0,0,0,8,81,8110,8110081001010,-73.13858,-36.72472,CONCEPCIÓN,TALCAHUANO,1533,0.002609262883235486
8988,8988,8988,8989,8,81,8110,8,1,1,11,1181,8110081001011,40,19,21,8,5,27,0,0,0,12,0,12,12,12,12,0,0,0,0,0,0,0,0,11,1,0,0,0,0,12,0,0,0,0,12,0,0,0,0,11,1,0,11,1,0,0,8,81,8110,8110081001011,-73.13889,-36.72488,CONCEPCIÓN,TALCAHUANO,3046,1.6026263952724886
8989,8989,8989,8990,8,81,8110,8,1,1,14,1181,8110081001014,64,31,33,7,7,46,4,0,10,18,0,18,18,18,15,0,1,2,0,0,0,0,2,0,13,1,0,1,0,8,3,1,4,0,9,1,6,1,0,0,12,4,17,0,0,0,8,81,8110,8110081001014,-73.1377,-36.72486,CONCEPCIÓN,TALCAHUANO,3214,2.603982576228998
8990,8990,8990,8991,8,81,8110,13,1,1,4,4322,8110131001004,45,22,23,0,0,35,6,0,0,25,0,20,25,20,21,0,0,4,0,0,0,3,6,7,4,0,0,3,0,16,1,0,0,0,20,0,0,0,0,15,5,0,20,0,0,0,8,81,8110,8110131001004,-73.11224,-36.72456,CONCEPCIÓN,TALCAHUANO,6957,1.2012936610608023
8991,8991,8991,8992,8,81,8110,8,1,1,16,1181,8110081001016,53,25,28,4,9,33,7,0,4,18,0,16,18,16,14,0,0,1,3,0,0,1,2,1,12,0,0,2,0,14,0,0,0,0,16,0,0,0,0,4,12,0,16,0,0,0,8,81,8110,8110081001016,-73.13662,-36.72495,CONCEPCIÓN,TALCAHUANO,4706,2.502252443688908
8992,8992,8992,8993,8,81,8110,10,1,1,12,307,8110101001012,88,41,47,9,12,53,14,0,8,32,0,28,32,30,32,0,0,0,0,0,0,0,10,13,4,0,1,4,0,23,1,0,0,0,27,1,0,0,0,21,6,1,28,0,0,0,8,81,8110,8110101001012,-73.12115,-36.72495,CONCEPCIÓN,TALCAHUANO,11147,4.701578900152508
8993,8993,8993,8994,8,81,8110,13,1,1,3,4322,8110131001003,38,20,18,0,0,24,7,0,0,19,0,16,19,16,19,0,0,0,0,0,0,0,6,9,1,0,0,2,0,14,0,0,0,0,10,1,5,0,0,9,7,0,16,0,0,0,8,81,8110,8110131001003,-73.1132,-36.7247,CONCEPCIÓN,TALCAHUANO,6983,1.4010883574394961
8994,8994,8994,8995,8,81,8110,10,1,1,31,307,8110101001031,108,52,56,10,10,78,10,0,15,42,0,38,42,38,37,0,0,3,2,0,0,2,5,24,2,1,4,1,0,37,0,0,0,0,32,1,4,1,0,25,9,4,38,0,0,0,8,81,8110,8110101001031,-73.1232,-36.72513,CONCEPCIÓN,TALCAHUANO,13097,4.601649232648699
8995,8995,8995,8996,8,81,8110,10,1,1,20,307,8110101001020,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,81,8110,8110101001020,-73.12859,-36.726929999999996,CONCEPCIÓN,TALCAHUANO,54021,0.0
8996,8996,8996,8997,8,81,8110,13,1,1,2,4322,8110131001002,78,36,42,7,8,49,14,0,0,30,0,24,30,25,30,0,0,0,0,0,0,2,5,15,2,0,0,3,0,21,0,0,0,0,24,0,0,0,0,22,2,0,24,0,0,0,8,81,8110,8110131001002,-73.11451,-36.72487,CONCEPCIÓN,TALCAHUANO,11947,4.201305767138194
8997,8997,8997,8998,8,81,8110,2,1,1,6,643,8110021001006,86,43,43,5,7,64,10,0,0,29,0,24,29,24,28,0,0,0,0,0,1,0,14,4,6,0,0,7,0,17,0,0,0,0,21,0,1,2,0,16,8,0,24,0,0,0,8,81,8110,8110021001006,-73.10591,-36.72481,CONCEPCIÓN,TALCAHUANO,8097,3.0021242435469926
8998,8998,8998,8999,8,81,8110,8,1,1,13,1181,8110081001013,57,31,26,0,0,45,5,0,0,19,0,18,19,18,14,0,0,0,5,0,0,3,2,11,2,0,0,0,0,18,0,0,0,0,15,2,1,0,0,13,5,0,18,0,0,0,8,81,8110,8110081001013,-73.13824,-36.72528,CONCEPCIÓN,TALCAHUANO,3704,1.5030777537796975
8999,8999,8999,9000,8,81,8110,8,1,1,15,1181,8110081001015,40,20,20,0,0,27,6,0,0,13,0,13,13,13,12,0,0,0,1,0,0,1,5,6,1,0,0,0,0,13,0,0,0,0,13,0,0,0,0,12,1,0,13,0,0,0,8,81,8110,8110081001015,-73.13727,-36.72525,CONCEPCIÓN,TALCAHUANO,2503,1.3031961646024772
9000,9000,9000,9001,8,81,8110,13,1,1,1,4322,8110131001001,367,182,185,23,40,253,51,0,23,152,0,115,152,117,143,0,0,6,1,0,2,9,16,79,11,0,0,8,0,106,0,0,0,1,108,1,3,3,0,97,17,1,115,0,0,0,8,81,8110,8110131001001,-73.11355999999998,-36.72783,CONCEPCIÓN,TALCAHUANO,69635,14.901054067638402
